station_name,city,zip,latitude,longitude,ev_connector_types
Skamania Lodge - Tesla Destination,Stevenson,98648,45.685622,-121.905244,"['J1772', 'TESLA']"
Hotel Murano - Tesla Destination,Tacoma,98402,47.250577,-122.439947,"['J1772', 'TESLA']"
Best Western Plus Tacoma Dome Hotel - Tesla Destination,Tacoma,98421,47.23853,-122.427213,['TESLA']
Alderbrook Resort & Spa - Tesla Destination,Union,98592,47.347184,-123.06764,"['J1772', 'TESLA']"
Heathman Lodge - Tesla Destination,Vancouver,98662,45.653804,-122.591975,"['J1772', 'TESLA']"
Dunham Wine Cellars - Tesla Destination,Walla Walla,99362,46.089019,-118.278234,['TESLA']
Pepper Bridge Winery - Tesla Destination,Walla Walla,99362,47.734002,-122.141347,"['J1772', 'TESLA']"
Inn at Abeja - Tesla Destination,Walla Walla,99362,46.088478,-118.227154,['TESLA']
Amavi Cellars - Tesla Destination,Walla Walla,99362,46.016223,-118.38607,"['J1772', 'TESLA']"
Marcus Whitman Hotel - Tesla Destination,Walla Walla,99362,46.067913,-118.340899,"['J1772', 'TESLA']"
Corvus Cellars - Tesla Destination,Walla Walla,99362,46.092016,-118.271808,['TESLA']
Warm Springs Inn & Winery - Tesla Destination,Wenatchee,98801,47.476001,-120.376514,['TESLA']
Cranberry Road Winery - Tesla Destination,Westport,98595,46.859479,-124.108594,['TESLA']
Willows Lodge - Tesla Destination,Woodinville,98072,47.732864,-122.147196,['TESLA']
Holiday Inn Downtown Yakima - Tesla Destination,Yakima,98901,46.604039,-120.494574,['TESLA']
Cle Elum Business Park - Tesla Supercharger,Cle Elum,98922,47.189262,-120.902714,['TESLA']
Bellevue City Hall,Bellevue,98004,47.614293,-122.192294,['J1772']
ALLEN INSTITUTE SOUTH,Seattle,98109,47.625077,-122.339032,['J1772']
PACIFIC LUTH U STATION 3,Tacoma,98447,47.145098,-122.438741,['J1772']
PACIFIC LUTH U STATION 2,Tacoma,98447,47.145084,-122.438862,['J1772']
SIA ECO 3,Spokane,99224,47.630363,-117.538616,['J1772']
T-MOBILE PARK GRIFFEY,Seattle,98134,47.589593,-122.332945,['J1772']
"Walmart 2539 (Spokane Valley, WA)",Spokane Valley,99037,47.66565,-117.19014,"['CHADEMO', 'J1772COMBO']"
North Bend Premium Outlets,North Bend,98045,47.49129,-121.79356,"['CHADEMO', 'J1772COMBO']"
Walmart 2947 Vancouver,Vancouver,98665,45.68739,-122.66091,"['CHADEMO', 'J1772COMBO']"
Naval Facilities Engineering Command - Naval Air Station Whidbey Island - B103,Oak Harbor,98278,48.343208,-122.674995,['J1772']
Naval Facilities Engineering Command - Bangor Trident Base - Building 1100,Silverdale,98315,47.658,-122.712,['NEMA520']
Naval Facilities Engineering Command - Bangor Trident Base - Building 1100,Silverdale,98315,47.658,-122.712,['J1772']
Naval Facilities Engineering Command - Bangor Trident Base - Building 1101,Silverdale,98315,47.658,-122.712,['NEMA520']
Naval Facilities Engineering Command - Bangor Trident Base - Building 1101,Silverdale,98315,47.658,-122.712,['J1772']
Naval Facilities Engineering Command - Bangor Trident Base - Building 7000,Silverdale,98315,47.658,-122.712,['NEMA520']
Naval Facilities Engineering Command - Bangor Trident Base - Building T51 2,Silverdale,98315,47.658,-122.712,['NEMA520']
Naval Facilities Engineering Command - Bangor Trident Base - Building T51 2,Silverdale,98315,47.658,-122.712,['J1772']
Naval Facilities Engineering Command - Bangor Trident Base - T-75,Silverdale,98315,47.658,-122.712,['NEMA520']
Naval Facilities Engineering Command - Bangor Trident Base - T-75,Silverdale,98315,47.658,-122.712,['J1772']
Naval Facilities Engineering Command - Naval Base Kitsap - Building 427,Silverdale,98315,47.563229,-122.646326,"['J1772', 'NEMA520']"
Naval Facilities Engineering Command - Port Hadlock-Irondale - 151,Port Hadlock,98339,48.0553,-122.6957,"['J1772', 'NEMA520']"
"Naval Facilities Engineering Command - Naval Station Everett - B2134-1,2,3,4,5,6",Everett,98207,47.993164,-122.221138,['J1772']
"Naval Facilities Engineering Command - Naval Station Everett B2003-1,2",Everett,98207,47.992104,-122.214104,['J1772']
Naval Facilities Engineering Command - Naval Sea Systems Command,Keyport,98345,47.70251,-122.62316,['NEMA520']
Naval Facilities Engineering Command - Naval Sea Systems Command,Keyport,98345,47.70224,-122.624811,['NEMA520']
3rd Street Parking,Yakima,98901,46.603762,-120.503347,['J1772']
SKAGITYMCA ONE,Mount Vernon,98273,48.443205,-122.316279,['J1772']
Fred Meyer - Tesla Supercharger,Monroe,98272,47.862572,-121.976585,['TESLA']
Blue Mountain Station - Tesla Destination,Dayton,99328,46.31017,-117.99763,"['J1772', 'TESLA']"
Washington Athletic Club Garage - Tesla Destination,Seattle,98101,47.609629,-122.333133,"['J1772', 'TESLA']"
Hotel Interurban - Tesla Destination,Tukwila,98188,47.457152,-122.251628,['TESLA']
Patterson Cellars - Tesla Destination,Woodinville,98072,47.769459,-122.151217,['TESLA']
LINCOLN SQUARE LS NORTH DUAL 4,Bellevue,98004,47.617024,-122.201104,['J1772']
188 BLAINE ATRIUM4,Seattle,98102,47.635213,-122.325845,['J1772']
188 BLAINE ATRIUM3,Seattle,98102,47.635119,-122.325866,['J1772']
BELLEVUE PLACE BELL PLACE #2,Bellevue,98004,47.618421,-122.20129,['J1772']
BELLEVUE SQUARE BELL SQ WEST #4,Bellevue,98004,47.615943,-122.205532,['J1772']
BELLEVUE SQUARE BELL SQ WEST #3,Bellevue,98004,47.615991,-122.205533,['J1772']
"Walmart 2596 - Mount Vernon, WA",Mount Vernon,98273,48.44239,-122.34421,['J1772COMBO']
Lake Quinault Lodge,Quinault,98575,47.465555,-123.850735,['J1772']
"Target T2290 - Renton, WA",Renton,98057,47.49721,-122.19924,"['J1772', 'J1772COMBO']"
Verizon - Bellevue,Bellevue,98008,47.579872,-122.135431,['J1772']
"Target T0338 - Lynnwood, WA",Lynnwood,98037,47.83199,-122.26733,['J1772COMBO']
"Walmart 3531 - Lacey, WA",Lacey,98516,47.05966,-122.77201,"['CHADEMO', 'J1772COMBO']"
VALLEY MED CTR NE GARAGE #4,Renton,98055,47.444636,-122.21277,['J1772']
VALLEY MED CTR NE GARAGE #2,Renton,98055,47.444881,-122.212781,['J1772']
"Walmart 5073 - Covington, WA",Covington,98042,47.36029,-122.10773,"['CHADEMO', 'J1772', 'J1772COMBO']"
Seattle Premium Outlets,Tulalip,98271,48.09546,-122.1869,['J1772COMBO']
Three Rivers Mall,Kelso,98626,46.13988,-122.90126,['J1772COMBO']
"Walmart 4137 - Tacoma, WA",Tacoma,98405,47.23947,-122.48025,"['J1772', 'J1772COMBO']"
"Walmart 2269 - Yakima, WA",Yakima,98901,46.60252,-120.47924,"['CHADEMO', 'J1772COMBO']"
LAKEVIEW L&P 1 LLP 1,Lakewood,98499,47.153199,-122.504023,['J1772']
VIDA APARTMENTS VIDA 1,Seattle,98115,47.678055,-122.314119,['J1772']
COLLEGE HALL MUSIC HALL,Spokane,99202,47.668051,-117.4063,['J1772']
Avista - Gonzaga School of Law DCFC,Spokane,99202,47.66355,-117.39822,['J1772COMBO']
"Walmart 3053 - Everett, WA",Everett,98208,47.91349,-122.21331,"['CHADEMO', 'J1772COMBO']"
Cow Creek Mercantile,Ritzville,99169,47.11948,-118.36271,"['CHADEMO', 'J1772COMBO']"
"Walmart 5462 - Vancouver, WA",Vancouver,98683,45.61776,-122.47814,"['J1772', 'J1772COMBO']"
"Target T1331 - Lake Stevens, WA",Lake Stevens,98258,47.99823,-122.10064,"['J1772', 'J1772COMBO']"
Simon Northgate Mall,Seattle,98125,47.70846,-122.32489,"['J1772', 'J1772COMBO']"
"Target T0627 - Tukwila, WA",Tukwila,98188,47.45571,-122.25738,['J1772COMBO']
"Target T0996 - Issaquah, WA",Issaquah,98027,47.54187,-122.05203,"['CHADEMO', 'J1772', 'J1772COMBO']"
UDR CHARGER 4,Bellevue,98004,47.618696,-122.191787,['J1772']
KW RADIUS RADIUS 1,Seattle,98109,47.622575,-122.335481,['J1772']
Ridgewood Corporate Square Building F,Bellevue,98005,47.611815,-122.178134,['J1772']
Ridgewood Corporate Square Building C,Bellevue,98005,47.612834,-122.178704,['J1772']
Bella Tess Apartments,Spokane Valley,99016,47.670893,-117.176698,['J1772']
Wingate By Wyndham Spokane,Spokane,99224,47.629619,-117.535903,['J1772']
"Walmart 5628 - Monroe, WA",Monroe,98272,47.86516,-121.97318,"['CHADEMO', 'J1772', 'J1772COMBO']"
Island Hospital Behind M.O.B. Building,Anacortes,98221,48.5006578,-122.6159562,['J1772']
Valley Supply - Woodinville,Woodinville,98072,47.8045651,-122.1205486,['J1772']
Monte Villa,Bothell,98021,47.776781,-122.181535,['J1772']
Public Safety #3,Edmonds,98020,47.8124532,-122.3758246,['J1772']
City Park #1,Edmonds,98020,47.8051107,-122.3813841,['J1772']
Whitman College,Walla Walla,99362,46.0705799,-118.3306351,['J1772']
Swedish Medical Center Issaquah Campus,Issaquah,98027,47.536237,-122.0220539,['J1772']
Everest / Starvue,Bellevue,98004,47.6141795,-122.199362,['J1772']
531614 Sunset Corporate Campus,Bellevue,98005,47.5806355,-122.1564536,['J1772']
The Commons at Ballard,Seattle,98107,47.6699634,-122.3847489,['J1772']
Amelia/UrbanSea LLC.,Seattle,98109,47.6233435,-122.334684,['J1772']
Troy Block,Seattle,98109,47.6211672,-122.3354501,['J1772']
Hill 7 Station,Seattle,98101,47.6164918,-122.3324879,['J1772']
531628  2201 Westlake,Seattle,98109,47.61809006,-122.33892,['J1772']
531622  818 Stewart Street Holdco LLC,Seattle,98101,47.6156458,-122.3350555,['J1772']
818 Stewart Street Holdco LLC,Seattle,98101,47.6156458,-122.3350555,['J1772']
531604  600 Broadway,Seattle,98122,47.6078691,-122.3196562,['J1772']
1201 Third,Seattle,98101,47.6072826,-122.3360929,['J1772']
Second and Seneca Tower,Seattle,98101,47.6060061,-122.336716,['J1772']
Union Station Parking Garage (#USPG),Seattle,98134,47.5975078,-122.328595,['J1772']
Slalom Hawk Tower,Seattle,98104,47.5980919,-122.3309701,['J1772']
531610 Stadium Innovation Center,Seattle,98134,47.5892477,-122.3358112,['J1772']
Four Lakes Apartments,Auburn,98092,47.24745539,-122.200549,['J1772']
Point Ruston - Main Street,Tacoma,98407,47.298158744057,-122.50341835087,['J1772']
531617  Court C Parking Level - Charging Stations,Tacoma,98402,47.2515929,-122.4407988,['J1772']
Steilacoom EV Station,Steilacoom,98388,47.1727264,-122.5984377,['J1772']
DuPont Grocery Inc.,DuPont,98327,47.093942,-122.6260623,['J1772']
Nisqually Red Wind Casino,Olympia,98513,47.0002897,-122.6682861,['J1772']
Adrift Hotel,Long Beach,98631,46.3455914,-124.060608,['J1772']
BSD501 SEHOME HIGH #1,Bellingham,98225,48.727512,-122.48124,['J1772']
TRANS SERVICES DANA WEST,Pullman,99163,46.730066,-117.169086,['J1772']
"Fred Meyer 457 - Bothell, WA",Bothell,98021,47.80832,-122.20678,"['J1772', 'J1772COMBO']"
Union Square - Tesla Supercharger,Seattle,98101,47.610024,-122.332078,['TESLA']
Yakima Garage,Tacoma,98403,47.2662577,-122.4617665,['J1772']
Hilton Garden Inn Bellevue,Bellevue,98004,47.6188924,-122.1969419,['J1772']
CITY LIGHT SOUTH SERVICE 1,Seattle,98134,47.57121,-122.328762,"['CHADEMO', 'J1772COMBO']"
DUAL EV STATION 5,Seattle,98105,47.663902,-122.300245,['J1772']
The Outlet Collection - Tesla Supercharger,Auburn,98001,47.29799,-122.248532,['TESLA']
TA Petro - Tesla Supercharger,North Bend,98045,47.468033,-121.716442,['TESLA']
THURSTON COUNTY COURTHOUSE 1,Olympia,98502,47.028924,-122.913101,['J1772']
CCB CCB 1,Bellevue,98004,47.61479,-122.195543,['J1772']
"Windermere, Camano Island - Tesla Destination",Camano,98282,48.240744,-122.455384,['J1772']
"Seattle, WA - Union Street (Wall Connector) - Tesla Destination",Seattle,98101,47.610142,-122.331887,"['J1772', 'TESLA']"
Freehand Cellars - Tesla Destination,Wapato,98951,46.495156,-120.420633,['TESLA']
Doubleback Winery - Tesla Destination,Walla Walla,99362,46.014123,-118.310165,['TESLA']
Majestic Inn & Spa - Tesla Destination,Anacortes,98221,48.51854,-122.61215,['TESLA']
Whitman College - Tesla Destination,Walla Walla,99362,46.06843,-118.330297,['TESLA']
A Room With a View - Tesla Destination,Walla Walla,99362,46.022244,-118.410638,['TESLA']
TA Petro - Tesla Supercharger,Spokane,99224,47.591,-117.56193,['TESLA']
Emerson Apartments,Kirkland,98034,47.711826,-122.194719,['J1772']
VASHON TWAY THRIFTWAY #1,Vashon,98070,47.448013,-122.45897,['J1772']
Highland Village Apartments,Bellevue,98007,47.616737,-122.146188,['J1772']
Forks Community Hospital,Forks,98331,47.946567294707,-124.39440425424,['J1772']
Lep Re Kon Harvest Foods - Tesla Supercharger,Moses Lake,98837,47.103514,-119.310208,"['J1772COMBO', 'TESLA']"
Port of Seattle - Shilshole Bay Marina North Lot,Seattle,98117,47.68080494,-122.4048611,['J1772']
META_REDMOND 60 ACRES,Redmond,98052,47.704831,-122.154418,['J1772']
Birch Bay Square - Tesla Supercharger,Blaine,98230,48.937845,-122.667679,['TESLA']
CAPITAL GATEWAY STATION 7,Olympia,98501,47.035837,-122.894963,['J1772']
BELLEVUE X-ROADS PARK 2,Bellevue,98008,47.618278,-122.122649,['J1772']
PORT OF OLYMPIA EAST,Olympia,98501,47.050914,-122.902502,['J1772']
CAPITAL GATEWAY STATION 5,Olympia,98501,47.035839,-122.895096,['J1772']
Pilot Travel Center - Tesla Supercharger,Tumwater,98512,46.952938,-122.935249,['TESLA']
Vancouver Mall - Tesla Supercharger,Vancouver,98662,45.659583,-122.583536,['TESLA']
Office Park,Olympia,98502,47.02759,-122.920589,['J1772']
Dew Drop Inn - Tesla Supercharger,Forks,98331,47.942921,-124.385236,"['J1772COMBO', 'TESLA']"
"BOA 5-119 Kent, WA",Kent,98032,47.3833,-122.23618,"['J1772', 'J1772COMBO']"
531611  Amazon Phase VI - Bigness,Seattle,98109,47.6241877,-122.3386584,['J1772']
Bigness,Seattle,98109,47.6241877,-122.3386584,['J1772']
531618  Sidneysea LLC - Brazil,Seattle,98109,47.6228746,-122.3394194,['J1772']
Apollo Eight LLC,Seattle,98104,47.6039634,-122.3241159,['J1772']
STCU Airway Heights,Airway Heights,99001,47.642531,-117.561399,['J1772']
Sunwest Automotive Engine Inc,Medical Lake,99022,47.571612,-117.681838,['J1772']
CON PL PA WASHBAY,Seattle,98121,47.6122,-122.345117,['J1772']
BELLEVUE X-ROADS CC,Bellevue,98008,47.619103,-122.127103,['J1772']
BELLEVUE X-ROADS PARK 1,Bellevue,98008,47.618255,-122.122606,['J1772']
Best Western - Wesley Inn & Suites,Gig Harbor,98335,47.318046,-122.584772,['J1772']
Kitsap Transit - Harborside Parking Garage,Bremerton,98337,47.563883,-122.624526,['J1772']
Panera Bread - Tesla Supercharger,Kelso,98626,46.143261,-122.898533,['TESLA']
ATRIUM GARAGE ATRIUM GARAGE,Bellevue,98004,47.611456,-122.193235,['J1772']
BELLEFIELD MADRONA 1,Bellevue,98004,47.599757,-122.187281,['J1772']
SWD STATION  1 NORTH CITY #1,Shoreline,98155,47.756896,-122.312344,['J1772']
"Cafaro VANCOUVER PLAZA (Vancouver, WA)",Vancouver,98663,45.64994,-122.59332,['J1772COMBO']
MOTORPOOL PRO ARTS 1,Olympia,98501,47.038242,-122.899229,['J1772']
CIBO POINT WHITE DR,Bainbridge Island,98110,47.605226,-122.548468,['J1772']
Mead Chevron,Mead,99021,47.786952,-117.353857,['J1772']
Wenatchee Convention Center,Wenatchee,98801,47.427475,-120.312078,['J1772']
Confluence Health - Stanley Building,Wenatchee,98801,47.431945,-120.323007,['J1772']
Confluence Health - Mares Building,Wenatchee,98801,47.432978,-120.322963,['J1772']
Confluence Health - Central Washington Hospital,Wenatchee,98801,47.406469,-120.322576,['J1772']
Confluence Health - Central Washington Hospital Parking Garage,Wenatchee,98801,47.407649,-120.323973,['J1772']
BROADWAY BLDG STATION 1,Seattle,98122,47.616001,-122.32028,['J1772']
CAPRIO CELLARS STATION 1,Walla Walla,99362,46.011032,-118.36136,['J1772']
"Cafaro TARGET PLACE PLAZA (OLYMPIA, WA)",Olympia,98502,47.04545,-122.93618,"['CHADEMO', 'J1772COMBO']"
Village at Beardslee Crossing - Tesla Supercharger,Bothell,98011,47.767687,-122.191482,['TESLA']
Providence St. Mary Medical Center - Walla Walla,Walla Walla,99362,46.062597,-118.34231,['J1772']
KOZ WEAVER WEAVER RD RIGHT,Snohomish,98290,47.938312,-122.109156,['J1772']
600NINTH 600NINTH,Seattle,98104,47.605888,-122.324733,['J1772']
BELLINGHAM CITY NORTHWEST,Bellingham,98225,48.775966,-122.497084,['J1772']
P-3000 Garage at Carillon Point,Kirkland,98033,47.65753,-122.206519,['J1772']
P-2000 Garage at Carillon Point,Kirkland,98033,47.65753,-122.206519,['J1772']
P-4000 Garage at Carillon Point,Kirkland,98033,47.655327,-122.205254,['J1772']
CI&S COUNTRY INN #1,SeaTac,98188,47.431736,-122.29395,['J1772']
University of Washington - Husky Stadium,Seattle,98195,47.648934,-122.302389,['J1772']
University of Washington - Parking Area S1,Seattle,98195,47.650072,-122.310852,['J1772']
University of Washington - Portage Bay Garage,Seattle,98105,47.653047,-122.313915,['J1772']
University of Washington - Central Plaza Garage,Seattle,98105,47.656832,-122.311626,['J1772']
University of Washington - Parking Area N2,Seattle,98105,47.658987,-122.309214,['J1772']
University of Washington - Parking Area N5,Seattle,98105,47.660311,-122.309086,['J1772']
University of Washington - Parking Area W46,Seattle,98105,47.660696,-122.315595,['J1772']
InterCityTransit,Olympia,98516,47.067908,-122.76289,['J1772']
VBG Seattle,Seattle,98164,47.60578,-122.331858,['J1772']
CITY OF ZILLAH P&R NORTH,Zillah,98953,46.405066,-120.270721,['J1772']
Spokane City Credit Union,Spokane,99205,47.675571,-117.426269,['J1772']
"BELLEVUECOLLEGE BC SSC,U BLDG2",Bellevue,98007,47.583725,-122.145792,['J1772']
"BELLEVUECOLLEGE BC SSC,U BLDG1",Bellevue,98007,47.583738,-122.145777,['J1772']
KGIP BELL SOUTH STATION 6,Bellevue,98114,47.612677,-122.185136,['J1772']
KGIP BELL SOUTH STATION 1,Bellevue,98114,47.612661,-122.185158,['J1772']
KC AIRPORT KC AIRPORT 2,Seattle,98108,47.536812,-122.303923,['J1772']
KING COUNTY DES KC FAUNTLEROY3,Seattle,98136,47.523218,-122.393376,['J1772']
KING COUNTY DES KC FAUNTLEROY2,Seattle,98136,47.523056,-122.395735,['J1772']
SOUND TRANSIT TUKWILA 2,Tukwila,98188,47.460194,-122.240749,['J1772']
KING COUNTY DES SK P&R 4,Kirkland,98033,47.643471,-122.196569,['J1772']
KING COUNTY DES SK P&R 1,Kirkland,98033,47.643584,-122.195913,['J1772']
"Walmart 5195 - Everett, WA",Everett,98204,47.8935,-122.256,"['CHADEMO', 'J1772', 'J1772COMBO']"
Icicle Village Resort - Tesla Destination,Leavenworth,98826,47.589123,-120.672887,['TESLA']
Icicle Village Resort,Leavenworth,98826,47.588981,-120.67331,['J1772']
Holiday Inn Express - Ellensburg,Ellensburg,98926,46.976691,-120.541869,['J1772']
Obertal Inn,Leavenworth,98826,47.595741,-120.659917,['J1772']
Wilkommen Park & Ride,Leavenworth,98826,47.597602,-120.644466,['J1772']
Hampton Inn & Suites - Leavenworth,Leavenworth,98826,47.595939,-120.64403,['J1772']
Broadway Apartments - 1st Floor,Everett,98201,47.9749,-122.2014,['J1772']
KING COUNTY DES ISSAQUAH P&R 6,Issaquah,98029,47.545719,-122.015713,['J1772']
KING COUNTY DES ISSAQUAH P&R 5,Issaquah,98029,47.545785,-122.018499,['J1772']
INSIGNIA 953 150 151N,Seattle,98164,47.606202,-122.33208,['J1772']
INSIGNIA 953 144 145N,Seattle,98104,47.606184,-122.332135,['J1772']
"The Hub at Lacey Office Space: 676 Woodland Square Loop SE, Lacey",Lacey,98503,47.041828,-122.825276,"['CHADEMO', 'J1772', 'J1772COMBO']"
Tellus on Dexter Apartments,Seattle,98109,47.622505,-122.34279,['J1772']
Audi Tri-Cities,Richland,99352,46.259655,-119.282117,['J1772']
KGIP BELL SOUTH STATION 2,Bellevue,98004,47.612419,-122.184446,['J1772']
1500 Orchard Street Apartments,Tacoma,98405,47.2469268,-122.5062726,['J1772']
CITY LIGHT WEST SEATTLE 1,Seattle,98116,47.562261,-122.381633,"['CHADEMO', 'J1772COMBO']"
WOODIN CREEK WOODIN CREEK 2,Woodinville,98072,47.752026,-122.157877,['J1772']
"Target T0995 - Redmond, WA",Redmond,98052,47.67179,-122.10457,"['J1772', 'J1772COMBO']"
4DEGREES STATION 1,Spokane,99216,47.65593,-117.43163,['J1772']
"Fred Meyer 667 (Bellingham, WA)",Bellingham,98226,48.78928,-122.5123,['J1772COMBO']
Stay Pineapple,Bellevue,98004,47.61176,-122.19734,['J1772']
Kitsap Transit - Wheaton Way Transit Center,Bremerton,98310,47.600278,-122.630556,['J1772']
TAC ES TRTC ADMIN CP02,Tacoma,98409,47.227967,-122.499375,['J1772']
TAC PW PARKING CONV CTR CP 01,Tacoma,98402,47.24716,-122.440056,['J1772']
TAC ES CUW SE CP04,Tacoma,98421,47.25953,-122.4337,['J1772']
Target - Tesla Supercharger,Lacey,98503,47.042158,-122.833946,['TESLA']
Pioneer Crossing,Puyallup,98372,47.184725,-122.257002,['J1772']
TAC PW PARKING CONV CTR CP 03,Tacoma,98402,47.247578,-122.4388,['J1772']
SS Central Park,Sunnyside,98944,46.3227794,-120.015553,['J1772']
Archer Hotel at Redmond Town Center - Tesla Destination,Redmond,98052,47.680455,-122.121769,['TESLA']
Equinix SE4 - Tesla Destination,Kent,98032,47.420627,-122.247527,"['J1772', 'TESLA']"
Gift Tree - Tesla Destination,Vancouver,98660,45.641288,-122.689898,['TESLA']
La Quinta Inn & Suites Walla Walla - Tesla Destination,Walla Walla,99362,46.067886,-118.370851,"['J1772', 'TESLA']"
Montgomery East Commercial Center - Tesla Destination,Spokane Valley,99206,47.677124,-117.249314,['TESLA']
